Trace
Swept SA
A.10.52,N9000A
18940000,-85.7852899885374
18979000,-85.7250838551239
19018000,-85.4659405161811
19057000,-85.5481939556825
19096000,-85.5201042625305
19135000,-85.9037139516945
19174000,-85.7221487036918
19213000,-84.3240764449854
19252000,-82.5752081030131
19291000,-79.7154220752872
19330000,-73.7789603879488
19369000,-67.9527308668062
19408000,-62.1169410047414
19447000,-57.1556092757822
19486000,-52.4382086683559
19525000,-48.2605873441399
19564000,-44.4789144778234
19603000,-41.0705253856228
19642000,-38.0391049272793
19681000,-35.3558918483286
19720000,-32.9987766391583
19759000,-30.9557444673373
19798000,-29.2345768478671
19837000,-27.809758123348
19876000,-26.6744396929396
19915000,-25.8256928981396
19954000,-25.2603194641909
19993000,-24.9738266018621
20032000,-24.9662405512408
20071000,-25.2366464432446
20110000,-25.7855922523274
20149000,-26.618682826386
20188000,-27.7386360852351
20227000,-29.1504411574856
20266000,-30.8627663462041
20305000,-32.8752105120722
20344000,-35.2196321516852
20383000,-37.8858944864789
20422000,-40.9233566130854
20461000,-44.2948752123167
20500000,-48.0823032171949
20539000,-52.2275430312895
20578000,-56.9104730429485
20617000,-61.9207415587546
20656000,-67.6183269275756
20695000,-73.717943405068
20734000,-79.6132736520375
20773000,-83.237863883963
20812000,-84.8019025519808
20851000,-84.7720605350794
20890000,-85.5838850191452
20929000,-85.6655347119259
20968000,-85.6114939854397
21007000,-85.9349100015293
21046000,-86.0273624287859
21085000,-85.2436647843099
21124000,-85.7346952537295
21163000,-85.4185274115362
21202000,-84.6923172776377
21241000,-85.4489952546688
21280000,-85.3760150518661
21319000,-85.9630334633656
21358000,-85.6547212546035
21397000,-85.7374397062774
21436000,-86.5104372058704
21475000,-85.8624940873036
21514000,-85.5764199619528
21553000,-86.1730885444274
21592000,-86.0167944271329
21631000,-86.3212357536282
21670000,-85.899105622591
21709000,-86.320424309747
21748000,-86.2004369244056
21787000,-86.0879585579322
21826000,-86.2788565885502
21865000,-86.6436068911738
21904000,-86.1039071360041
21943000,-86.3340875842976
21982000,-86.8872807414522
22021000,-86.7847049655756
22060000,-86.3476791392686
22099000,-85.7896843983453
22138000,-86.8246302248675
22177000,-86.296588773239
22216000,-86.216025466425
22255000,-86.1369221159219
22294000,-86.3753793176444
22333000,-86.7885271064483
22372000,-86.335680345671
22411000,-86.7865722260196
22450000,-86.6537081044503
22489000,-86.5117344619735
22528000,-86.2588038895953
22567000,-85.9415120631845
22606000,-86.0619117990701
22645000,-86.4071422856849
22684000,-86.3943403523026
22723000,-86.3313762033531
22762000,-85.6727325602643
22801000,-85.8982037591378
22840000,-86.2605225800389
22879000,-86.6684511080077
22918000,-86.5798030567509
22957000,-85.9498145863593
22996000,-85.5876323200395
23035000,-85.5072216614312
23074000,-85.1906676776051
23113000,-85.8183433691157
23152000,-86.1972632768376
23191000,-86.00067540719
23230000,-86.1510551139365
23269000,-86.3773341132346
23308000,-86.4646652245794
23347000,-86.9255450494188
23386000,-86.3645325184229
23425000,-87.0669107956697
23464000,-87.1302288202561
23503000,-86.5054819183276
23542000,-86.7715398266657
23581000,-86.563403145371
23620000,-86.9036569504484
23659000,-86.6013424108639
23698000,-85.6426844193848
23737000,-86.4301805288022
23776000,-86.7358764806614
23815000,-86.6375234918372
23854000,-86.5232848442751
23893000,-87.1106875920666
23932000,-86.9828308953381
23971000,-86.5251908054744
24010000,-86.0397767223818
24049000,-86.4080327565263
24088000,-86.7463815057563
24127000,-86.2689206900563
24166000,-86.0476465926223
24205000,-86.336365226939
24244000,-86.7691166403659
24283000,-85.9657991347329
24322000,-85.4260779454946
24361000,-85.9835776350062
24400000,-86.5506388485987
24439000,-87.1056217987938
24478000,-86.1001368598478
24517000,-86.4885043501211
24556000,-86.6034835456107
24595000,-86.4088387052126
24634000,-86.3036760678088
24673000,-87.022322540212
24712000,-86.9923208027407
24751000,-85.1166272833284
24790000,-85.8758858494648
24829000,-86.0229666330193
24868000,-86.5874202536506
24907000,-86.0380276025306
24946000,-86.6098678837479
24985000,-86.6708309060052
25024000,-85.6124299871797
25063000,-86.3421669335822
25102000,-85.959831482742
25141000,-87.1417955319129
25180000,-87.1878523079159
25219000,-86.618041571863
25258000,-86.9534031782774
25297000,-86.565253849938
25336000,-86.7277826174516
25375000,-86.8075487072971
25414000,-87.4264136727448
25453000,-86.6130130354886
25492000,-87.2687960625929
25531000,-86.4002141632949
25570000,-86.3777593777615
25609000,-86.5952896814533
25648000,-86.5760389622103
25687000,-86.532894858909
25726000,-86.4388816634021
25765000,-86.7061006686257
25804000,-86.5709154367188
25843000,-86.3646233691011
25882000,-86.0764189422378
25921000,-86.3146205577073
25960000,-86.7391611089325
25999000,-87.5208885100345
26038000,-87.2767989426924
26077000,-86.042960823029
26116000,-86.0772757451168
26155000,-87.0434710205356
26194000,-86.283584603182
26233000,-86.3479763063401
26272000,-86.1216087186226
26311000,-86.3708466518174
26350000,-85.4514896082944
26389000,-85.9585392997748
26428000,-86.6535065294005
26467000,-86.0488709842602
26506000,-85.8086959129158
26545000,-86.1061299608032
26584000,-86.0007345678446
26623000,-86.124543899149
26662000,-87.0908903954364
26701000,-86.0223614555018
26740000,-86.8081067257836
26779000,-86.3825698826805
26818000,-86.5631525222338
26857000,-86.7668716901523
26896000,-86.5320497579327
26935000,-87.7875964880772
26974000,-87.4022419713372
27013000,-87.0804173143894
27052000,-86.1597064650941
27091000,-86.7357813804899
27130000,-86.8303360428376
27169000,-87.259009791407
27208000,-87.2170554100629
27247000,-86.9396213455785
27286000,-86.9472329916602
27325000,-86.3299438789046
27364000,-86.4664887399094
27403000,-86.1663241433576
27442000,-86.4364376676392
27481000,-87.3095552264799
27520000,-86.8926418128437
27559000,-86.8827130021539
27598000,-86.6108473178956
27637000,-86.6330746724423
27676000,-86.9455784999059
27715000,-86.168282182674
27754000,-86.2319972123614
27793000,-86.6226801534944
27832000,-86.6411376941907
27871000,-86.5229840132083
27910000,-86.3943270979476
27949000,-86.2425371602992
27988000,-86.1055404389979
28027000,-86.7883174799492
28066000,-86.4651823880361
28105000,-86.2035324221986
28144000,-86.1443276868724
28183000,-86.8231353365402
28222000,-85.8941116439417
28261000,-86.991372366724
28300000,-87.0852668909607
28339000,-87.0231365282607
28378000,-87.1871753444083
28417000,-86.5494733109403
28456000,-86.4441633442123
28495000,-86.2694756771746
28534000,-86.8550335219806
28573000,-87.0110051107454
28612000,-87.3068697170874
28651000,-86.4663793043077
28690000,-86.3721126820403
28729000,-86.5903329765311
28768000,-87.285119529529
28807000,-85.8948522914805
28846000,-86.5981986162723
28885000,-86.2077255907816
28924000,-86.0870121496684
28963000,-86.4606287540144
29002000,-85.8846932654764
29041000,-85.7699333768295
29080000,-86.4796335734176
29119000,-86.8027013495581
29158000,-86.9944821656624
29197000,-87.1035150424924
29236000,-86.8248734344095
29275000,-86.3983310626995
29314000,-86.2838761730738
29353000,-86.6705916899293
29392000,-86.9282621598702
29431000,-86.7309689275229
29470000,-86.3518880261365
29509000,-86.0853889358977
29548000,-87.4695204473758
29587000,-87.3244771525418
29626000,-86.6904587079917
29665000,-86.6153851223931
29704000,-86.6240465635933
29743000,-86.2713150194454
29782000,-86.0449724820385
29821000,-86.4388249697293
29860000,-86.4911638817407
29899000,-86.1471449889426
29938000,-87.1225724203507
29977000,-87.9858420723405
30016000,-87.912675452103
30055000,-87.1866645396494
30094000,-87.4728794451353
30133000,-86.6901453892584
30172000,-86.3571269177812
30211000,-86.501509378917
30250000,-86.3877057383997
30289000,-86.6378217726497
30328000,-86.8288356324826
30367000,-86.8789778791191
30406000,-86.5048617290836
30445000,-86.4111225460932
30484000,-86.2968902025517
30523000,-86.7267105612305
30562000,-86.7941900863338
30601000,-86.4419649007859
30640000,-86.7917474208853
30679000,-87.1670985426344
30718000,-87.1635969708788
30757000,-86.36316005735
30796000,-86.452936772645
30835000,-86.3242524636575
30874000,-86.2767960649764
30913000,-86.5120968490568
30952000,-85.8982093544341
30991000,-86.2576154058105
31030000,-86.9530733642024
31069000,-86.2867025176893
31108000,-86.5018048052462
31147000,-86.5964422381004
31186000,-87.0050923223439
31225000,-86.2592009230243
31264000,-86.8104817266826
31303000,-86.9323353654402
31342000,-86.7038035611994
31381000,-86.9990375080266
31420000,-86.9490091953216
31459000,-86.8295591395782
31498000,-86.0974865123251
31537000,-86.7706729671493
31576000,-86.1381551374974
31615000,-86.0794182858338
31654000,-86.8170117623038
31693000,-86.5827488664671
31732000,-87.1093779166441
31771000,-86.9445047079336
31810000,-86.5113728782849
31849000,-86.4203550974085
31888000,-86.7031756984681
31927000,-86.9886425311778
31966000,-87.0961758017029
32005000,-86.9004317343518
32044000,-86.6754101585019
32083000,-87.2851709783893
32122000,-86.0915599101023
32161000,-86.8447732789078
32200000,-86.1970497047444
32239000,-86.9170869670788
32278000,-86.9325825397949
32317000,-86.8034136198941
32356000,-86.8727853570777
32395000,-86.552474848631
32434000,-86.4141247298039
32473000,-86.4730304119773
32512000,-86.4435020270828
32551000,-86.5404612007606
32590000,-86.7895388925796
32629000,-87.1067421866518
32668000,-86.7136104933595
32707000,-86.2329072486717
32746000,-85.9933328468629
32785000,-86.5948823989469
32824000,-86.690321594174
32863000,-86.5157786909204
32902000,-86.4717941835024
32941000,-86.245869990305
32980000,-86.4952560901669
33019000,-85.8786838081667
33058000,-86.5824680764516
33097000,-86.016026577916
33136000,-86.3118747845835
33175000,-86.0127802568712
33214000,-86.5065812281908
33253000,-86.671631486122
33292000,-86.9125230496985
33331000,-86.9398933892806
33370000,-87.2063983152221
33409000,-86.443821888737
33448000,-85.8865471429872
33487000,-86.8186863618802
33526000,-87.0294390667456
33565000,-86.2179498757576
33604000,-86.1113185487768
33643000,-87.3530642701184
33682000,-86.5781349638519
33721000,-86.0689295072013
33760000,-86.3105318922859
33799000,-86.850195017864
33838000,-86.9449581092626
33877000,-86.7170616023597
33916000,-86.4069598968648
33955000,-85.7029831401435
33994000,-86.406271846632
34033000,-86.3706907502998
34072000,-86.8575285528219
34111000,-86.7533839974604
34150000,-86.5511134913636
34189000,-86.7523448549938
34228000,-86.8181130160086
34267000,-86.5198952016819
34306000,-86.2970219088534
34345000,-86.8737277224594
34384000,-87.1562228924999
34423000,-87.0390557311862
34462000,-86.5142862425785
34501000,-86.5874911030453
34540000,-86.5420635484893
34579000,-86.4655739166207
34618000,-86.8547748838442
34657000,-87.1549484121454
34696000,-87.5843063906673
34735000,-86.8835601814128
34774000,-86.4934562736577
34813000,-86.6039775477506
34852000,-86.5546974785397
34891000,-86.6185027573713
34930000,-86.4778793307463
34969000,-87.326828707219
35008000,-86.4118807063886
35047000,-86.1467994449366
35086000,-86.1377344742868
35125000,-86.1977091406172
35164000,-85.8452121062044
35203000,-86.9124920521864
35242000,-86.2222807029358
35281000,-86.4288330991924
35320000,-86.6606052390483
35359000,-86.6346165139003
35398000,-87.1228560839964
35437000,-86.6796893422223
35476000,-86.8708028428719
35515000,-86.9490739687367
35554000,-86.7937158818211
35593000,-86.2291667102071
35632000,-87.1091360866861
35671000,-87.6246802287832
35710000,-86.2321503828944
35749000,-86.8655714478648
35788000,-87.7744827153561
35827000,-87.8777085036462
35866000,-86.6236053553598
35905000,-86.3100600478519
35944000,-86.8296549324722
35983000,-86.6809788162175
36022000,-85.9070890383804
36061000,-86.1470185291443
36100000,-86.5489633362924
36139000,-87.0507624919264
36178000,-86.707831469442
36217000,-86.4338022740006
36256000,-87.6675203302609
36295000,-87.239515217546
36334000,-87.8690404761381
36373000,-86.703246259575
36412000,-86.2632480518658
36451000,-87.658993796893
36490000,-86.5667475192431
36529000,-86.3678102000349
36568000,-87.0712783423161
36607000,-86.3979840151862
36646000,-86.6240062180039
36685000,-86.1725454241943
36724000,-86.422934082939
36763000,-87.1837445994744
36802000,-86.9594429289073
36841000,-87.1625481822836
36880000,-86.9218341547521
36919000,-86.0450140195016
36958000,-86.385462300551
36997000,-86.4718095110866
37036000,-87.5022063881727
37075000,-87.4558618173212
37114000,-87.288763889165
37153000,-86.9628735167877
37192000,-87.1652324202231
37231000,-86.6890013871554
37270000,-86.209640049977
37309000,-86.2817519956161
37348000,-86.2152033210917
37387000,-85.4233485851362
37426000,-85.9935734310356
37465000,-85.7054413487551
37504000,-86.0292514734844
37543000,-86.8725130814356
37582000,-87.306067646474
37621000,-86.925377401268
37660000,-86.0301524175641
37699000,-86.5703469017104
37738000,-86.5154627104466
37777000,-86.5930901550968
37816000,-86.90162952614
37855000,-87.6365567385123
37894000,-86.9562169173597
37933000,-87.2019356614622
37972000,-86.5772420202549
38011000,-86.5911753340866
38050000,-86.7042303509071
38089000,-86.2213728710791
38128000,-86.6031318812498
38167000,-87.1908063791619
38206000,-86.0394960782759
38245000,-85.948925722057
38284000,-86.2250059737033
38323000,-86.8088066944206
38362000,-86.6209502718865
38401000,-86.6219850120958
38440000,-86.4214384997715
38479000,-86.5347969215838
38518000,-86.6461679580083
38557000,-85.4767561531244
38596000,-85.4878191690649
38635000,-86.5760020037355
38674000,-86.4454989348667
38713000,-86.4250101195393
38752000,-86.3796344975217
38791000,-86.1480193942982
38830000,-86.4982574789163
38869000,-86.8545939815834
38908000,-86.462797695921
38947000,-85.829568727742
38986000,-85.9245188547927
39025000,-86.347046347693
39064000,-86.3635794221344
39103000,-87.2239342730925
39142000,-86.8560700048468
39181000,-87.0343943633712
39220000,-85.8126696067526
39259000,-87.0222783037789
39298000,-86.800259678763
39337000,-86.5188821371719
39376000,-86.7610303255081
39415000,-86.9355162024759
39454000,-86.6777447096017
39493000,-86.9717839800521
39532000,-86.4790483085216
39571000,-86.687640631186
39610000,-86.7942595726605
39649000,-86.4368047054124
39688000,-86.3634787281277
39727000,-85.0342134115697
39766000,-84.6745983225858
39805000,-83.629286242128
39844000,-82.3320977603884
39883000,-82.1544916048829
39922000,-82.4256030272815
39961000,-82.0333750122999
40000000,-81.089175454799
