Trace
Swept SA
A.10.52,N9000A
1383471000,-73.9402943641221
1386550000,-74.8913395678398
1389629000,-74.805436334714
1392708000,-74.4384870451314
1395787000,-74.6748085151836
1398866000,-74.2598648370524
1401945000,-74.1403796460724
1405024000,-74.8032041297616
1408103000,-74.2717527171987
1411182000,-74.0937307618871
1414261000,-73.5601222653227
1417340000,-73.7071029314265
1420419000,-74.7126213019441
1423498000,-74.0418759975506
1426577000,-75.1068184303186
1429656000,-74.564057404785
1432735000,-73.3724716848428
1435814000,-74.8281305920709
1438893000,-74.2381977922916
1441972000,-74.5754110111293
1445051000,-73.8684440808654
1448130000,-75.0974615153179
1451209000,-74.6626996008744
1454288000,-73.4029997255872
1457367000,-74.6122940602752
1460446000,-73.5447105002579
1463525000,-73.6694514012115
1466604000,-73.8900892335672
1469683000,-74.0545090449336
1472762000,-73.8001924004495
1475841000,-74.4115587650736
1478920000,-73.6020646623354
1481999000,-73.0943695337647
1485078000,-73.9401472848103
1488157000,-73.1995772870926
1491236000,-73.8542615765816
1494315000,-73.8618149322394
1497394000,-73.6235518891309
1500473000,-73.7303245913656
1503552000,-73.7967838516994
1506631000,-73.4093613782756
1509710000,-74.3436429195006
1512789000,-74.0990709130696
1515868000,-73.0819827105468
1518947000,-73.0669632542328
1522026000,-73.1949323456639
1525105000,-73.8455781621048
1528184000,-72.8060041511719
1531263000,-73.167118465624
1534342000,-73.4611971137857
1537421000,-73.3880516208453
1540500000,-73.34256051381
1543579000,-73.2346359501699
1546658000,-72.7027446680242
1549737000,-73.0935531968194
1552816000,-73.6288992855809
1555895000,-73.9967667817055
1558974000,-73.4219602722359
1562053000,-73.3574888292582
1565132000,-73.1901359993189
1568211000,-72.0041577005149
1571290000,-73.3850591867343
1574369000,-72.647145269162
1577448000,-72.5026988565612
1580527000,-72.7159843913491
1583606000,-71.8013057521333
1586685000,-72.7569111340349
1589764000,-72.0117611460908
1592843000,-72.1609164300248
1595922000,-72.3782879951403
1599001000,-72.5674179285228
1602080000,-72.1943864487666
1605159000,-72.1003299252359
1608238000,-72.0956810632897
1611317000,-71.8956027552605
1614396000,-70.9786937826044
1617475000,-72.3779558254923
1620554000,-71.7184558927774
1623633000,-71.0119968944285
1626712000,-71.9298515704183
1629791000,-71.5665085519389
1632870000,-71.742180676358
1635949000,-72.0402565985047
1639028000,-71.1055043849835
1642107000,-72.3070342138786
1645186000,-72.1392409397946
1648265000,-71.312696815813
1651344000,-72.6597635098496
1654423000,-71.6988379373643
1657502000,-71.79293928168
1660581000,-71.6656747181609
1663660000,-72.4479740918918
1666739000,-71.4951750904461
1669818000,-71.5961619272147
1672897000,-71.2527864531623
1675976000,-71.1403602655229
1679055000,-71.5003756823359
1682134000,-71.9139744312209
1685213000,-70.5210725170159
1688292000,-71.3002816694993
1691371000,-71.0011495187422
1694450000,-70.4836460194805
1697529000,-71.9809559105936
1700608000,-71.2949762969292
1703687000,-70.5730125133991
1706766000,-70.7800946621793
1709845000,-70.2799874339493
1712924000,-70.7992002870908
1716003000,-71.0480855727309
1719082000,-71.0061574353988
1722161000,-71.3798221027549
1725240000,-70.6545493671367
1728319000,-71.457292778495
1731398000,-71.3976015029855
1734477000,-71.3462515760369
1737556000,-71.5653151816828
1740635000,-71.6692567987463
1743714000,-70.5081349915757
1746793000,-71.1877618780514
1749872000,-71.3104765137969
1752951000,-70.8114548412481
1756030000,-71.4047664916269
1759109000,-71.6706065223896
1762188000,-72.3515200507026
1765267000,-70.9942641619375
1768346000,-71.2768468484683
1771425000,-72.1583424687358
1774504000,-71.1175250466052
1777583000,-71.537870976052
1780662000,-71.5922771267448
1783741000,-71.0378264064564
1786820000,-70.4634629624321
1789899000,-71.0811431671502
1792978000,-71.688200443869
1796057000,-71.3795837436178
1799136000,-71.5431475831703
1802215000,-71.6809652381925
1805294000,-71.9545627578716
1808373000,-71.2942218315475
1811452000,-71.2871643962732
1814531000,-72.257173617349
1817610000,-71.6961593094722
1820689000,-72.3062155231617
1823768000,-71.4286681610323
1826847000,-71.9217671660753
1829926000,-70.9251345090044
1833005000,-71.7929965706978
1836084000,-72.4507961805984
1839163000,-71.6525972820132
1842242000,-71.4478907435959
1845321000,-72.4659158587387
1848400000,-72.3902703056738
1851479000,-73.0162105935806
1854558000,-72.3453826680322
1857637000,-72.1614421465074
1860716000,-71.7034284555409
1863795000,-72.2274845077846
1866874000,-72.8671703255955
1869953000,-71.4283185499678
1873032000,-72.5056133872572
1876111000,-71.573467796251
1879190000,-71.8711749714439
1882269000,-71.6071262001554
1885348000,-72.6712064431399
1888427000,-71.7473403661256
1891506000,-72.117531888252
1894585000,-71.9492498007798
1897664000,-72.3277586010774
1900743000,-72.441011282255
1903822000,-71.4950045422364
1906901000,-71.8936503142285
1909980000,-71.3141791533691
1913059000,-72.0683580168818
1916138000,-72.3436501669911
1919217000,-71.035453272393
1922296000,-72.816753745532
1925375000,-72.5233510768022
1928454000,-72.0379393072647
1931533000,-72.7675768885188
1934612000,-72.1498477330812
1937691000,-71.9661227588027
1940770000,-71.8068218426518
1943849000,-71.0848896169785
1946928000,-71.2727795182958
1950007000,-72.3690833951026
1953086000,-71.5878593592678
1956165000,-72.1118887032585
1959244000,-71.5873973702307
1962323000,-71.0872278502957
1965402000,-71.2746640271416
1968481000,-71.2211943920504
1971560000,-71.4304957685094
1974639000,-71.3919883303024
1977718000,-71.7645537087784
1980797000,-71.7341561173505
1983876000,-71.6448272861824
1986955000,-72.1403083366953
1990034000,-71.1263211733093
1993113000,-71.0013400083264
1996192000,-71.0150000919971
1999271000,-70.5434640706078
2002350000,-70.9868199780724
2005429000,-71.4636726392827
2008508000,-71.4463982832905
2011587000,-70.8989586060506
2014666000,-71.5383742103599
2017745000,-71.2349039773303
2020824000,-70.6222797433088
2023903000,-70.2991582064039
2026982000,-70.8790617623961
2030061000,-71.1870734283832
2033140000,-70.1624011838729
2036219000,-70.7948414528148
2039298000,-70.5960635187425
2042377000,-70.5562491682435
2045456000,-70.3141776060002
2048535000,-70.8354859264108
2051614000,-71.4357409333329
2054693000,-70.6438602456147
2057772000,-70.1719120861946
2060851000,-71.1514789148491
2063930000,-69.3884368744081
2067009000,-70.8879314059514
2070088000,-71.1531092544998
2073167000,-69.8753826368494
2076246000,-70.063791610039
2079325000,-69.9172103371089
2082404000,-69.6885624674554
2085483000,-70.8879638570987
2088562000,-70.0981443042188
2091641000,-70.5136212407256
2094720000,-70.2770911162264
2097799000,-70.6508479973218
2100878000,-70.0476145247971
2103957000,-70.0930994678922
2107036000,-70.3603205831857
2110115000,-70.0393407709911
2113194000,-70.069844351508
2116273000,-70.3586716566629
2119352000,-69.7791091908311
2122431000,-70.5444760477309
2125510000,-70.4756651763429
2128589000,-70.0998883216
2131668000,-70.0672024619838
2134747000,-70.9212109180293
2137826000,-70.4356587690979
2140905000,-70.2196342162179
2143984000,-71.1158446341599
2147063000,-70.2834904772539
2150142000,-70.9010108524011
2153221000,-71.1622894904084
2156300000,-69.8421489521618
2159379000,-71.3604465993504
2162458000,-70.0467793529462
2165537000,-69.4212547325335
2168616000,-70.4643467825614
2171695000,-70.1770683462801
2174774000,-71.1850065465438
2177853000,-70.2649046878846
2180932000,-70.1316616412524
2184011000,-69.8567909830688
2187090000,-70.74352060633
2190169000,-71.3101140510274
2193248000,-70.3725327352434
2196327000,-71.3826418670271
2199406000,-70.7384141052898
2202485000,-70.3374235259049
2205564000,-70.1489962512286
2208643000,-71.2828040874839
2211722000,-71.5238283276143
2214801000,-71.0266965718613
2217880000,-70.5465502226508
2220959000,-71.8948998532377
2224038000,-71.3161766237954
2227117000,-70.6049425428958
2230196000,-71.2319755999108
2233275000,-70.9479833565563
2236354000,-70.6482402963332
2239433000,-71.1742910575858
2242512000,-71.438803957707
2245591000,-71.528813088022
2248670000,-71.507333969297
2251749000,-70.9769973844327
2254828000,-70.3853306524874
2257907000,-71.5103869308357
2260986000,-71.0734886251605
2264065000,-71.2463657937181
2267144000,-71.4618518570472
2270223000,-71.0634267847195
2273302000,-70.5995563940735
2276381000,-70.4479843069399
2279460000,-69.8159048749763
2282539000,-71.1590891184129
2285618000,-71.7323240636688
2288697000,-71.1624431505263
2291776000,-71.7044958100766
2294855000,-71.7025410592662
2297934000,-72.1543556674303
2301013000,-71.3462387184949
2304092000,-71.4961547133367
2307171000,-71.9999624257358
2310250000,-71.1929904478473
2313329000,-71.2348127310246
2316408000,-71.5230886076445
2319487000,-71.1281920324742
2322566000,-70.8422856646853
2325645000,-71.0708538942189
2328724000,-70.7597110944123
2331803000,-71.4767717779653
2334882000,-70.7309138417026
2337961000,-70.7702176578039
2341040000,-71.8502540585729
2344119000,-70.5704741781519
2347198000,-70.7210873517819
2350277000,-71.0699927961967
2353356000,-71.3159098439578
2356435000,-70.4003650924637
2359514000,-70.640051458278
2362593000,-70.6949102538296
2365672000,-70.8418414597076
2368751000,-71.5652594693679
2371830000,-71.1700613367651
2374909000,-70.9035775226452
2377988000,-71.3357209890433
2381067000,-71.1441794216262
2384146000,-70.7289104404235
2387225000,-70.8048717590347
2390304000,-70.0876311261993
2393383000,-70.5746924750209
2396462000,-70.7132863963761
2399541000,-70.7993163228428
2402620000,-71.5076962411856
2405699000,-70.8108635638256
2408778000,-71.5818132956594
2411857000,-71.5294305567709
2414936000,-70.5322884395308
2418015000,-71.4936649773654
2421094000,-70.9496719460691
2424173000,-70.621128094355
2427252000,-70.1240403359603
2430331000,-70.5811964172365
2433410000,-70.7302011405197
2436489000,-71.0949321151969
2439568000,-70.5664089057949
2442647000,-70.9042484245236
2445726000,-70.2639021652556
2448805000,-70.5216283304379
2451884000,-70.4197190874866
2454963000,-70.5942348864371
2458042000,-70.5176087014101
2461121000,-70.6518720901927
2464200000,-71.0993365263189
2467279000,-69.3229023249665
2470358000,-70.7469553911229
2473437000,-70.9337853941149
2476516000,-70.8254362715503
2479595000,-71.2986961252384
2482674000,-70.4935779262039
2485753000,-71.0119617466554
2488832000,-71.3235343715077
2491911000,-70.3970537912238
2494990000,-70.221624714685
2498069000,-70.0718278002133
2501148000,-70.6969484544118
2504227000,-69.5499838028326
2507306000,-70.7127082790768
2510385000,-69.6948508445975
2513464000,-70.3474140451629
2516543000,-70.2084854936714
2519622000,-70.0807427472005
2522701000,-70.3398518377051
2525780000,-69.9311383390566
2528859000,-69.7096819381129
2531938000,-69.7056928096534
2535017000,-69.0472897803116
2538096000,-69.4414646821786
2541175000,-69.6875327223799
2544254000,-69.957258510766
2547333000,-69.576012782909
2550412000,-70.6988261282324
2553491000,-69.2645065311519
2556570000,-50.2295624886587
2559649000,-26.9690830205927
2562728000,-30.1865913458107
2565807000,-62.0349296483414
2568886000,-68.3606824846856
2571965000,-69.3090065205615
2575044000,-70.1202158873082
2578123000,-69.9742422582313
2581202000,-69.7363110521076
2584281000,-69.3546894473744
2587360000,-68.9922674649532
2590439000,-69.1581626194453
2593518000,-69.7174329596511
2596597000,-69.8195802101278
2599676000,-69.0502757670223
2602755000,-70.3396900041753
2605834000,-69.5273821799924
2608913000,-69.1090586504653
2611992000,-69.5553576399365
2615071000,-69.8513851939835
2618150000,-68.5604097144084
2621229000,-69.115847719588
2624308000,-69.603386126593
2627387000,-69.0274756942374
2630466000,-70.2686852831599
2633545000,-69.8587735029789
2636624000,-69.2110288119022
2639703000,-69.182152349808
2642782000,-69.6913040066734
2645861000,-69.517834669428
2648940000,-68.4000156167566
2652019000,-70.4129140579201
2655098000,-70.1637909411121
2658177000,-69.4652263051737
2661256000,-68.6009760276447
2664335000,-69.4829254088485
2667414000,-68.9308521912492
2670493000,-68.6440440079321
2673572000,-69.3695797979881
2676651000,-69.8261869047616
2679730000,-69.0860243988082
2682809000,-69.0674167408459
2685888000,-69.413625967597
2688967000,-69.7269290127245
2692046000,-68.9623234518879
2695125000,-68.8416585120335
2698204000,-69.2931680464605
2701283000,-69.0380553081842
2704362000,-69.1489318726672
2707441000,-68.199681513426
2710520000,-69.2880748482688
2713599000,-69.1453833773596
2716678000,-69.5946542230586
2719757000,-68.7411599435458
2722836000,-68.4670908724381
2725915000,-68.3313986827219
2728994000,-68.687513955137
2732073000,-68.4172391541523
2735152000,-68.5920568636643
2738231000,-67.5907172530644
2741310000,-68.7511120216
2744389000,-67.9980586070355
2747468000,-67.8285263096976
2750547000,-68.2488120382963
2753626000,-68.0838502361217
2756705000,-67.7888481382734
2759784000,-67.2805852228288
2762863000,-67.8792043172451
2765942000,-68.1565470919669
2769021000,-67.3793840290065
2772100000,-67.1013010998625
2775179000,-66.9438731188665
2778258000,-67.8137202377468
2781337000,-66.9430408502548
2784416000,-66.4925901457733
2787495000,-67.3925795888143
2790574000,-66.3255678196071
2793653000,-66.3558413819339
2796732000,-67.2976634682753
2799811000,-66.9896555041344
2802890000,-66.3792318169677
2805969000,-67.0710878751585
2809048000,-66.6794610701995
2812127000,-66.4753074336653
2815206000,-67.1366666542137
2818285000,-66.5972980113774
2821364000,-65.6723766237311
2824443000,-66.376928998376
2827522000,-66.8274420937617
2830601000,-66.3887189881326
2833680000,-66.4473399440501
2836759000,-66.9785304063852
2839838000,-67.7726191170616
2842917000,-66.188294725409
2845996000,-67.0728259344606
2849075000,-66.1499263395135
2852154000,-66.2860564556937
2855233000,-67.5661732641018
2858312000,-65.4112484999896
2861391000,-66.504395048655
2864470000,-66.2152488060399
2867549000,-65.9774152309094
2870628000,-66.5047231963574
2873707000,-66.6123418175015
2876786000,-65.8852191939216
2879865000,-66.4428793452382
2882944000,-66.1982246501539
2886023000,-66.3748503959318
2889102000,-66.2395790186829
2892181000,-66.3048547143179
2895260000,-64.8456622724987
2898339000,-67.9707729187609
2901418000,-66.7847160903873
2904497000,-66.2347944608698
2907576000,-66.6028797148849
2910655000,-66.7449349872025
2913734000,-65.951556203472
2916813000,-67.6634016880415
2919892000,-66.7631378222931
2922971000,-67.2703155912794
2926050000,-67.1539653510815
2929129000,-66.1473729521514
2932208000,-67.1250067001429
2935287000,-66.7728226258689
2938366000,-66.8093401900841
2941445000,-67.0865136734618
2944524000,-66.6950932884453
2947603000,-66.9708227868908
2950682000,-66.4791646631202
2953761000,-67.7707929103644
2956840000,-66.6519472522718
2959919000,-67.3033479475356
2962998000,-67.0780668235789
2966077000,-66.7914865238286
2969156000,-66.5069343421713
2972235000,-66.7739514863812
2975314000,-66.375240439867
2978393000,-66.595597380194
2981472000,-66.7353158150404
2984551000,-66.7720747083601
2987630000,-66.1551840935983
2990709000,-66.9007595706302
2993788000,-66.2140951903472
2996867000,-66.9102579871675
2999946000,-66.0221242529911
3003025000,-66.6893837860725
3006104000,-65.4946195332697
3009183000,-66.836413041225
3012262000,-65.8608022105756
3015341000,-66.3744798022828
3018420000,-65.3570477768036
3021499000,-65.578186837284
3024578000,-66.0998254833337
3027657000,-65.7236168181935
3030736000,-65.6641429775575
3033815000,-65.8207835065884
3036894000,-65.0541542938748
3039973000,-65.2450770589572
3043052000,-65.9207215229852
3046131000,-65.2196741593217
3049210000,-66.2398325858047
3052289000,-64.948358419293
3055368000,-65.7153543431279
