Trace
Swept SA
A.10.52,N9000A
147421000,-76.9519775402927
147740000,-77.5626570576155
148059000,-76.6365632261536
148378000,-77.0993515384776
148697000,-77.1048394957318
149016000,-76.9142082332055
149335000,-77.0982806583201
149654000,-76.7333705588005
149973000,-77.0726794864366
150292000,-77.1154802549309
150611000,-77.5608136601457
150930000,-76.5505350405434
151249000,-77.1814088436576
151568000,-76.9083919171611
151887000,-78.64213532735
152206000,-77.0106023330592
152525000,-77.193591813283
152844000,-77.6211889356012
153163000,-77.263346327045
153482000,-76.4300225629602
153801000,-77.153037313557
154120000,-77.3720763462182
154439000,-74.5881312465496
154758000,-70.2896861797108
155077000,-63.800088666968
155396000,-57.7657524028366
155715000,-52.7877125763752
156034000,-48.4966421817082
156353000,-44.6978972516885
156672000,-41.4149775830015
156991000,-38.4564890336789
157310000,-35.8134963515322
157629000,-33.4898477020416
157948000,-31.4485953235494
158267000,-29.7068251172807
158586000,-28.2334304978649
158905000,-27.0357674207427
159224000,-26.1074360513547
159543000,-25.4380228582011
159862000,-25.0347990700869
160181000,-24.895048352068
160500000,-25.0217252056066
160819000,-25.417218524307
161138000,-26.1006498278213
161457000,-27.0740611260555
161776000,-28.3576262326727
162095000,-29.9518494353581
162414000,-31.8705863913978
162733000,-34.0939017302161
163052000,-36.6265482868443
163371000,-39.5022492463555
163690000,-42.7042867467677
164009000,-46.2522355346936
164328000,-50.2507051249867
164647000,-54.806145845322
164966000,-59.8871780083411
165285000,-66.0470167913349
165604000,-72.1165540416453
165923000,-76.5005320722257
166242000,-76.186686490885
166561000,-75.6510815679039
166880000,-77.544825713896
167199000,-76.6557254751658
167518000,-77.219364186844
167837000,-75.8651017844053
168156000,-77.352096127104
168475000,-76.942650452163
168794000,-76.8604602616564
169113000,-76.4423947332892
169432000,-77.0123072674604
169751000,-76.4460938779363
170070000,-76.2659741491147
170389000,-76.3609196114944
170708000,-77.2936357051155
171027000,-76.5283438648707
171346000,-76.2062184633068
171665000,-76.7086213996363
171984000,-76.7808581370901
172303000,-76.8719576098332
172622000,-75.8174850910846
172941000,-76.4302628711914
173260000,-77.2029321224612
173579000,-76.5414514458049
173898000,-77.1352562424271
174217000,-76.4761284173942
174536000,-76.3897360832528
174855000,-76.4832768203542
175174000,-75.982186954324
175493000,-76.3083197316067
175812000,-76.3589375958403
176131000,-77.1468946295777
176450000,-76.1087721394744
176769000,-77.5419698911882
177088000,-75.6737126317258
177407000,-75.1194569154165
177726000,-77.5894177551344
178045000,-76.3968152274957
178364000,-75.600133187152
178683000,-76.2261463218686
179002000,-76.1901816130541
179321000,-77.178594789043
179640000,-76.5052076666341
179959000,-76.6585633233228
180278000,-76.2988600653287
180597000,-76.4405453626691
180916000,-77.1782347728998
181235000,-76.6329461355183
181554000,-76.6988439845098
181873000,-75.7260003462083
182192000,-76.2910613195809
182511000,-76.8229847111135
182830000,-76.576773107795
183149000,-77.05104231817
183468000,-76.5567009865592
183787000,-76.2344657707264
184106000,-76.545210509184
184425000,-76.5328377110564
184744000,-77.0886722011019
185063000,-76.0323756010147
185382000,-76.3898887264844
185701000,-76.5360557271595
186020000,-76.2566275952918
186339000,-76.5886752760309
186658000,-77.4901521395321
186977000,-75.9835472556807
187296000,-75.8901951811236
187615000,-75.7227795993143
187934000,-76.5178639762999
188253000,-77.1845813295694
188572000,-76.6423706525639
188891000,-75.7893948183295
189210000,-76.5243687373123
189529000,-76.6377671159522
189848000,-76.4532607044048
190167000,-76.7375181171448
190486000,-76.7208996991173
190805000,-76.7705826233741
191124000,-76.0709709485989
191443000,-76.2695491736987
191762000,-77.3397580686448
192081000,-76.1698013440603
192400000,-77.0694773710623
192719000,-77.046254595337
193038000,-76.8465338400515
193357000,-76.07350141571
193676000,-75.5948649396815
193995000,-76.1470429015848
194314000,-77.1349316256287
194633000,-75.6638586480313
194952000,-76.0535198860369
195271000,-77.4124212092303
195590000,-76.3332288398373
195909000,-76.559037301838
196228000,-76.1184991500427
196547000,-76.9027144669859
196866000,-76.5278076378983
197185000,-76.3919425640792
197504000,-77.1697162088827
197823000,-76.2964305477733
198142000,-76.4846340963873
198461000,-76.1984435043675
198780000,-77.1316072263727
199099000,-76.6960968293267
199418000,-76.5758509331475
199737000,-76.1764664026667
200056000,-76.547103007022
200375000,-76.8106798474472
200694000,-77.0256453575108
201013000,-75.9621633234241
201332000,-76.8023670659779
201651000,-76.0465029984788
201970000,-75.9930857393038
202289000,-76.3179185683475
202608000,-77.3062198905139
202927000,-76.1587881413709
203246000,-76.844153679501
203565000,-76.0503046306347
203884000,-76.0103183210352
204203000,-76.1213346544072
204522000,-75.9155403086185
204841000,-77.0404489524224
205160000,-76.1939994181594
205479000,-76.5208047146093
205798000,-76.1956522355064
206117000,-76.498901092311
206436000,-76.4564939100764
206755000,-76.8641041014219
207074000,-76.8731606343233
207393000,-76.3313270672178
207712000,-76.2503945906422
208031000,-76.0955987981814
208350000,-76.8532732438379
208669000,-76.1278693611192
208988000,-75.5554679713766
209307000,-75.5143671113821
209626000,-76.6634604035347
209945000,-76.344546110339
210264000,-75.9066112357099
210583000,-76.5453073549804
210902000,-78.1585579656702
211221000,-76.2584281427741
211540000,-76.4613543956614
211859000,-76.5123960614204
212178000,-76.0089189782038
212497000,-76.3731834033463
212816000,-76.4744247025187
213135000,-76.5833987142686
213454000,-75.8026180279673
213773000,-76.450505895884
214092000,-76.1618195456376
214411000,-76.6454032262833
214730000,-77.1692448075739
215049000,-76.2744572643632
215368000,-76.5368060705495
215687000,-76.7817743438646
216006000,-76.5355616239159
216325000,-76.7172537205007
216644000,-76.9264273675303
216963000,-77.2045723270984
217282000,-76.0221667823477
217601000,-76.3437471277784
217920000,-76.5706667880556
218239000,-76.6697822638985
218558000,-77.016603882215
218877000,-76.8095730428698
219196000,-75.9808704830678
219515000,-77.428601084716
219834000,-76.7738849312321
220153000,-77.0934914595227
220472000,-76.0959627959988
220791000,-76.579520307391
221110000,-77.2042630421006
221429000,-77.7246317508652
221748000,-76.1858205278427
222067000,-76.180583594236
222386000,-76.9391234319955
222705000,-76.5655587728974
223024000,-76.1476705033968
223343000,-77.0459315254895
223662000,-76.6478340387424
223981000,-76.8051349650481
224300000,-76.4565485493478
224619000,-76.3004957565168
224938000,-76.9866413163599
225257000,-76.629058124797
225576000,-75.0020138812301
225895000,-76.8078202398138
226214000,-76.7615334705666
226533000,-76.5253219206824
226852000,-77.2463737077817
227171000,-76.4821539256558
227490000,-76.3770418572109
227809000,-76.3505563992255
228128000,-77.2571629914243
228447000,-76.3919358934878
228766000,-76.8574391558365
229085000,-77.7155106595212
229404000,-77.4193103437029
229723000,-76.8638784767317
230042000,-76.4073148665115
230361000,-77.8101188119694
230680000,-77.5340068179455
230999000,-77.2646495661517
231318000,-77.7087994573753
231637000,-78.1675350107629
231956000,-76.9246820961301
232275000,-76.7262825965858
232594000,-75.9808269456293
232913000,-76.669580267982
233232000,-76.3633202826004
233551000,-77.7154683289467
233870000,-77.2026806592432
234189000,-76.8024982767127
234508000,-76.777927109207
234827000,-76.7677258282843
235146000,-77.0497276999777
235465000,-76.7645273516832
235784000,-76.6402888707367
236103000,-78.1171934675203
236422000,-77.2603602817109
236741000,-77.3692602396774
237060000,-77.6412634307974
237379000,-77.7326997929527
237698000,-77.039787001312
238017000,-76.1238127172867
238336000,-77.2789837161267
238655000,-76.9156476149485
238974000,-77.1416747104414
239293000,-76.4069765897655
239612000,-76.682442810937
239931000,-77.5808270848863
240250000,-78.1041051747494
240569000,-78.0108584515949
240888000,-76.6751704206394
241207000,-77.1848625549903
241526000,-78.0414705503376
241845000,-76.5341306742129
242164000,-77.3485421297784
242483000,-76.753715329475
242802000,-77.2157493914663
243121000,-77.0557528122737
243440000,-76.6281962277796
243759000,-76.787267897769
244078000,-76.7700351700843
244397000,-77.8734377027497
244716000,-77.4219814701458
245035000,-76.6803412066606
245354000,-77.4726008883182
245673000,-77.3362711944933
245992000,-77.2462773507574
246311000,-77.3308528152892
246630000,-77.6011075063749
246949000,-77.2968242454425
247268000,-77.3613593198491
247587000,-76.8745151099236
247906000,-76.9873334395404
248225000,-77.1496010577321
248544000,-77.8077072883896
248863000,-77.2729860105157
249182000,-77.8628228381353
249501000,-77.6676158634035
249820000,-76.5535288108893
250139000,-76.8642161613291
250458000,-77.1909612831231
250777000,-77.6779889604049
251096000,-78.1180666273075
251415000,-76.9281140160283
251734000,-76.6356316428963
252053000,-77.3697969696626
252372000,-76.8771325489532
252691000,-76.9862748805555
253010000,-76.4254926702494
253329000,-77.5583298744175
253648000,-76.8459687620937
253967000,-76.8664867920405
254286000,-78.1793763540476
254605000,-76.7175517458416
254924000,-77.4886405649433
255243000,-77.3212136744372
255562000,-77.628680525508
255881000,-77.6716694348037
256200000,-78.0418244295248
256519000,-77.0056869410298
256838000,-77.1074045027965
257157000,-76.569173093656
257476000,-76.8111604017986
257795000,-77.1662544383565
258114000,-77.5181148209591
258433000,-77.3828825681939
258752000,-77.1299730473825
259071000,-77.3013083953664
259390000,-77.1014327739759
259709000,-77.5412307907627
260028000,-77.2572091933072
260347000,-77.3782995719144
260666000,-77.5431804408698
260985000,-78.8967216265619
261304000,-76.921698249336
261623000,-77.2122430877346
261942000,-77.6136468501509
262261000,-77.5968218514439
262580000,-77.4396067466023
262899000,-77.5130204779969
263218000,-77.7318752422873
263537000,-77.2235718313244
263856000,-77.0993788226759
264175000,-77.3449172529637
264494000,-76.9773093391576
264813000,-78.3825510971491
265132000,-77.4430295780274
265451000,-77.4141261271388
265770000,-76.8847728507886
266089000,-77.3441148439896
266408000,-77.9173439567597
266727000,-78.2384954198579
267046000,-77.110383096121
267365000,-77.1149604331719
267684000,-77.3088202058857
268003000,-77.114725569099
268322000,-77.9187329797947
268641000,-76.5926533376389
268960000,-77.174141046989
269279000,-77.0880123783251
269598000,-77.2931467543938
269917000,-76.6397747402437
270236000,-77.024412837896
270555000,-76.8261836333794
270874000,-78.0404741676303
271193000,-77.4691762370243
271512000,-78.7202359004214
271831000,-76.9527507370921
272150000,-77.1649760732329
272469000,-78.1691985389715
272788000,-77.3020187061918
273107000,-78.5092715197181
273426000,-77.3789717254688
273745000,-77.1637138492454
274064000,-77.0035625443051
274383000,-78.0609742144994
274702000,-77.2118407654553
275021000,-78.3803421536015
275340000,-77.375273176838
275659000,-77.4260074834413
275978000,-77.697667657094
276297000,-77.2628379453859
276616000,-78.352109414049
276935000,-77.2737734243419
277254000,-77.8096556104423
277573000,-78.0655783769003
277892000,-76.8907355034846
278211000,-78.0734637589522
278530000,-77.2289951204364
278849000,-77.4477837809532
279168000,-77.5851167950687
279487000,-77.5092811307323
279806000,-77.0703331745557
280125000,-77.1973071194596
280444000,-77.274642408735
280763000,-78.1277590908222
281082000,-76.7482031291108
281401000,-76.899100973054
281720000,-77.3574320414153
282039000,-77.4914109132301
282358000,-76.938703441545
282677000,-76.7511689659354
282996000,-77.761481480211
283315000,-78.5927092533476
283634000,-77.8896413596559
283953000,-77.5799073017938
284272000,-77.0400660610252
284591000,-77.9125163244279
284910000,-77.2070234166523
285229000,-77.2570670876211
285548000,-77.8751099112883
285867000,-77.4956557053535
286186000,-76.8126579760619
286505000,-77.5164587020405
286824000,-77.102976476369
287143000,-77.2131434084515
287462000,-77.3810341833389
287781000,-76.9517981250052
288100000,-77.63291473694
288419000,-77.0350721148311
288738000,-77.6455017350493
289057000,-78.7691075017077
289376000,-77.388502028365
289695000,-77.3432476802441
290014000,-77.9806707422071
290333000,-77.1937591203008
290652000,-78.0908319896858
290971000,-77.2819467536081
291290000,-77.7895981921447
291609000,-77.1077335603293
291928000,-77.1130473501965
292247000,-77.4374435925895
292566000,-77.1798500737599
292885000,-78.0379655203078
293204000,-77.9715017882044
293523000,-76.7696302129546
293842000,-77.3874190062409
294161000,-77.3746021687538
294480000,-76.7802590751899
294799000,-77.8166667318021
295118000,-77.3312990761238
295437000,-77.5716646800969
295756000,-77.6214648689866
296075000,-78.2717315678611
296394000,-77.8725730655039
296713000,-77.8986427697644
297032000,-77.5226587129801
297351000,-78.3345419371018
297670000,-76.95045806441
297989000,-77.9755370310386
298308000,-77.7027833120289
298627000,-77.1293382179647
298946000,-78.0110136233049
299265000,-77.5741674651416
299584000,-77.7432540808063
299903000,-77.3502302125554
300222000,-78.0404811810245
300541000,-77.5386805424487
300860000,-77.4477933111358
301179000,-77.8489297469402
301498000,-77.735123582792
301817000,-78.0409757413454
302136000,-78.0425290840945
302455000,-78.8262392764941
302774000,-78.7253082097231
303093000,-76.7424962097655
303412000,-78.0170471069088
303731000,-77.4196102541638
304050000,-76.9676228500566
304369000,-77.4850223157161
304688000,-77.7791007541501
305007000,-78.4371488466817
305326000,-77.3497514374777
305645000,-77.1838886746537
305964000,-77.6670969224845
306283000,-76.8408867413994
306602000,-77.516322315873
306921000,-77.7629747405919
307240000,-77.0278471289996
307559000,-77.5260212914414
307878000,-77.5132902277962
308197000,-77.586838075866
308516000,-77.8910691124267
308835000,-77.608971095893
309154000,-77.1532970441106
309473000,-78.1150012523448
309792000,-77.5394256892242
310111000,-77.8582553559193
310430000,-77.7026037845544
310749000,-77.9321885317941
311068000,-76.4663344057701
311387000,-78.1062676744614
311706000,-77.7069884291309
312025000,-77.9518060884205
312344000,-77.7182834282734
312663000,-78.0354046784516
312982000,-77.5608775973749
313301000,-77.3432349140259
313620000,-77.6291270302928
313939000,-77.6168823675016
314258000,-77.0389933731218
314577000,-77.3794069254572
314896000,-76.8462616244152
315215000,-78.1839197715236
315534000,-77.2205497812519
315853000,-78.1913645083314
316172000,-77.679454934419
316491000,-78.0377259352719
316810000,-77.1680766154132
317129000,-77.2791171966168
317448000,-77.4954513067082
317767000,-77.955261260764
318086000,-78.4928695816684
318405000,-77.5644583012247
318724000,-77.5772821000486
319043000,-76.9836211340177
319362000,-77.7671724094984
319681000,-77.8451326600102
320000000,-77.7868373384794
