Trace
Swept SA
A.10.52,N9000A
294301000,-76.6228700193961
294940000,-77.5655947108809
295579000,-79.180045681134
296218000,-77.6635575940605
296857000,-78.0352029148449
297496000,-77.0857668126833
298135000,-77.9838510774343
298774000,-77.1327629521799
299413000,-78.2498598732701
300052000,-77.9057875556481
300691000,-77.3320593619409
301330000,-77.3313182115235
301969000,-78.5288548489823
302608000,-78.4328409166726
303247000,-78.0002046009956
303886000,-77.9672673218864
304525000,-77.4550980688756
305164000,-78.3736678995513
305803000,-77.1739534672209
306442000,-77.7987926095815
307081000,-77.9924391057365
307720000,-77.6503622240906
308359000,-77.0282952557883
308998000,-77.6027776758902
309637000,-77.2368585691009
310276000,-76.9780530301523
310915000,-78.0645665253273
311554000,-77.1769952533056
312193000,-77.0873148711982
312832000,-77.7236792518285
313471000,-77.9288580650957
314110000,-77.8470311898541
314749000,-72.9579061337088
315388000,-60.1048675076848
316027000,-50.1343266039726
316666000,-42.6293054099527
317305000,-36.7919212910965
317944000,-32.2425809201766
318583000,-28.8302994394743
319222000,-26.5284813171956
319861000,-25.2962034704026
320500000,-25.1212711927518
321139000,-26.0301874699679
321778000,-28.0881826294341
322417000,-31.398397899992
323056000,-35.9894662848351
323695000,-41.8491109251034
324334000,-49.1557599478946
324973000,-58.2626650873302
325612000,-70.3245619594507
326251000,-76.6996818006199
326890000,-77.8700640442588
327529000,-77.4434106540951
328168000,-77.8251921456095
328807000,-77.4003253542358
329446000,-77.5439636110375
330085000,-77.347675028447
330724000,-77.8954372000031
331363000,-77.5343821305175
332002000,-76.9640866008529
332641000,-76.9448722973057
333280000,-77.7685918253815
333919000,-77.0969243950994
334558000,-76.9184471120878
335197000,-77.2434938433084
335836000,-76.8151479332661
336475000,-77.884941104556
337114000,-77.16018521441
337753000,-78.6170471179771
338392000,-77.8604246103216
339031000,-77.5292737159676
339670000,-77.8874080734074
340309000,-77.687830766836
340948000,-77.7653827168745
341587000,-77.1721813816582
342226000,-77.9182017347728
342865000,-76.4781229999642
343504000,-77.7279076510121
344143000,-77.0918161037779
344782000,-77.9403961771229
345421000,-77.62394280864
346060000,-77.7885312429826
346699000,-77.6549036898119
347338000,-77.1612414895442
347977000,-77.8856229349345
348616000,-77.0389006296229
349255000,-77.9427902248329
349894000,-77.2164877304309
350533000,-77.8371503012838
351172000,-77.4288862229834
351811000,-78.4750926473604
352450000,-76.8621698366719
353089000,-77.7027444745221
353728000,-76.2886667046954
354367000,-77.4840644845344
355006000,-78.2302877476513
355645000,-76.7500536253399
356284000,-77.6860839941447
356923000,-76.8366212604083
357562000,-78.1938457774427
358201000,-76.928543687218
358840000,-76.4246727823596
359479000,-76.9714780499318
360118000,-78.2139366733852
360757000,-77.4008093266629
361396000,-77.381236640595
362035000,-77.3491735596078
362674000,-77.3712938320891
363313000,-77.1051899035169
363952000,-77.6647015733786
364591000,-78.1411281965665
365230000,-77.4250928269514
365869000,-77.56874168515
366508000,-78.1215384365161
367147000,-77.2219191905477
367786000,-77.501835655167
368425000,-77.5828552167256
369064000,-77.5121521317444
369703000,-77.2292860728596
370342000,-77.5060356511026
370981000,-76.4801780371183
371620000,-77.3769042290906
372259000,-77.3341027901334
372898000,-77.8444420040541
373537000,-77.1342085608779
374176000,-77.6590608976098
374815000,-77.4814362884295
375454000,-77.6823640762162
376093000,-77.8686051645623
376732000,-77.3915029993089
377371000,-76.86286906202
378010000,-76.9291589642971
378649000,-77.1574248905106
379288000,-78.0210247151324
379927000,-77.1114554491567
380566000,-77.0452119602755
381205000,-77.8114617580882
381844000,-77.1762394992683
382483000,-77.4616212947833
383122000,-76.3849060536356
383761000,-76.9583962118237
384400000,-77.2623390361196
385039000,-77.7480099955686
385678000,-76.672422937131
386317000,-77.8875990205911
386956000,-78.1761408327778
387595000,-77.2809915924388
388234000,-77.0035586818728
388873000,-77.718339034356
389512000,-77.4879031673885
390151000,-76.8174995972334
390790000,-77.5669140033992
391429000,-77.5611230276125
392068000,-76.6375253451557
392707000,-76.5955991012857
393346000,-77.524797308511
393985000,-77.8840495892205
394624000,-77.0667707170555
395263000,-77.1531562915528
395902000,-76.7439414737165
396541000,-78.0767708856834
397180000,-77.2465149280489
397819000,-77.0876981919584
398458000,-76.7147714528648
399097000,-76.5580128341732
399736000,-76.9486640865089
400375000,-76.0598420401938
401014000,-77.072270220199
401653000,-77.2852963620081
402292000,-76.861170435097
402931000,-77.5977850380982
403570000,-77.5455131052446
404209000,-76.9569019157396
404848000,-77.0791198760547
405487000,-76.4731245907058
406126000,-77.0303885441373
406765000,-77.15149119944
407404000,-77.0179402117623
408043000,-76.5665481283575
408682000,-77.3850443859444
409321000,-77.0399303796998
409960000,-77.4540276774212
410599000,-76.6016136902733
411238000,-76.9472661886709
411877000,-75.9905805915739
412516000,-76.6093611309692
413155000,-76.8681471014372
413794000,-76.5306519994007
414433000,-77.8103194018504
415072000,-77.1654786281312
415711000,-77.5838877224318
416350000,-76.2481803665034
416989000,-76.7894818439934
417628000,-76.6127561288343
418267000,-77.2582105702706
418906000,-76.9703654572895
419545000,-77.8149621901693
420184000,-77.8657361110548
420823000,-76.8792397860618
421462000,-76.8424928936476
422101000,-76.8759745966604
422740000,-77.2463107478855
423379000,-77.0471944119248
424018000,-77.020875721686
424657000,-76.9480633727129
425296000,-76.3456694015641
425935000,-77.5078657299925
426574000,-77.4706867386225
427213000,-76.3600387888864
427852000,-77.1699325371716
428491000,-76.6164125924616
429130000,-77.581078659671
429769000,-76.8515140698503
430408000,-76.872118476014
431047000,-76.6699896474341
431686000,-78.0267448787591
432325000,-77.0573101480774
432964000,-75.8042334301675
433603000,-77.2317246391621
434242000,-76.621597485431
434881000,-77.0527390854369
435520000,-77.0448625405473
436159000,-76.3106867435718
436798000,-76.2197006421456
437437000,-76.7709579228317
438076000,-76.1334211315132
438715000,-76.1697445275551
439354000,-76.567018295136
439993000,-77.0039592230825
440632000,-76.3318356429453
441271000,-77.5932684048686
441910000,-76.9971524962652
442549000,-77.3855923026098
443188000,-76.077216967343
443827000,-76.068148915542
444466000,-77.0918805309394
445105000,-77.8014684806863
445744000,-77.4322284329143
446383000,-77.4733750747802
447022000,-77.2035815702388
447661000,-77.022212282904
448300000,-77.032060975101
448939000,-76.874915563868
449578000,-76.0331691106245
450217000,-77.1212517478436
450856000,-77.3666857084036
451495000,-76.2094210750009
452134000,-76.7529391989684
452773000,-77.8689953857174
453412000,-76.4095122857429
454051000,-76.8822004180378
454690000,-76.7212089758534
455329000,-76.3536202829427
455968000,-76.9333615083895
456607000,-77.1510422133112
457246000,-76.6755674761785
457885000,-77.7622231286546
458524000,-77.0429791573044
459163000,-76.5683310399144
459802000,-76.8558671139872
460441000,-77.4373887675063
461080000,-77.3274955970143
461719000,-76.8382791393985
462358000,-77.4636738697803
462997000,-77.635313640368
463636000,-76.8553398294217
464275000,-77.1692762162374
464914000,-76.9038017050034
465553000,-76.8243479771747
466192000,-77.3784336580444
466831000,-76.2883237228018
467470000,-76.9979826755497
468109000,-77.6198752197046
468748000,-76.9864159992525
469387000,-76.7810385500345
470026000,-77.145423604377
470665000,-77.4702036403499
471304000,-77.369335029014
471943000,-76.1772687680657
472582000,-76.309744714237
473221000,-77.1748622171132
473860000,-76.8856002062356
474499000,-76.6042701572886
475138000,-76.8522627195093
475777000,-77.6513973885462
476416000,-76.0232810973515
477055000,-76.7693653838161
477694000,-77.4224586165693
478333000,-77.8815866727445
478972000,-76.3569248815884
479611000,-76.3500948702989
480250000,-76.6002645010703
480889000,-77.1557152705532
481528000,-77.0634240011559
482167000,-76.9633955279151
482806000,-77.8292287836994
483445000,-77.1299451813171
484084000,-77.6934533544217
484723000,-77.2336079676491
485362000,-75.6499898342073
486001000,-77.1721649553193
486640000,-78.2341512094942
487279000,-76.4280350921284
487918000,-76.5110830442496
488557000,-77.4203528090454
489196000,-76.9730635482189
489835000,-76.9104385183494
490474000,-76.6051244697461
491113000,-77.0157327733219
491752000,-77.5654075493998
492391000,-77.4855515335533
493030000,-76.972208629138
493669000,-76.574903040454
494308000,-76.5442300270755
494947000,-76.02135029801
495586000,-76.9859745610946
496225000,-76.8828424053404
496864000,-76.9443986909959
497503000,-77.6640192168272
498142000,-77.2885392320987
498781000,-77.6236791186145
499420000,-76.7816850398309
500059000,-76.6322914182634
500698000,-76.1725253352876
501337000,-77.002651206308
501976000,-77.0071924809123
502615000,-76.9829040618916
503254000,-77.1676932344462
503893000,-77.4223149723877
504532000,-76.7489603583464
505171000,-76.6263618272212
505810000,-76.9994086875662
506449000,-77.2834171853351
507088000,-77.35867579343
507727000,-76.6990983078561
508366000,-76.0585808941801
509005000,-76.8880281096846
509644000,-77.0992369231638
510283000,-76.6001253831662
510922000,-76.0431199689575
511561000,-77.2996233433549
512200000,-77.127112800601
512839000,-76.7804468158615
513478000,-76.4611070828763
514117000,-76.7643122581284
514756000,-76.8323406563436
515395000,-77.152047177371
516034000,-76.2576829219104
516673000,-76.4894959522503
517312000,-77.3277470464082
517951000,-77.242203401135
518590000,-77.1336363566233
519229000,-77.5774478176513
519868000,-76.6391858144374
520507000,-76.5268259033892
521146000,-77.0975238544125
521785000,-77.3754463403931
522424000,-76.9618076675736
523063000,-76.7653875242077
523702000,-76.289043637816
524341000,-76.986177264552
524980000,-76.9630640426314
525619000,-76.4420952820673
526258000,-77.2045526126752
526897000,-76.5106529950557
527536000,-75.3417304941438
528175000,-76.7725925827696
528814000,-76.3451787429662
529453000,-76.3842029913504
530092000,-77.0679355559054
530731000,-76.3253237842703
531370000,-76.1315103943983
532009000,-76.3325109206549
532648000,-77.1614744419828
533287000,-76.3116803097219
533926000,-76.9393961441564
534565000,-75.9183320395606
535204000,-77.3565174142453
535843000,-77.0977012804623
536482000,-77.6502577694536
537121000,-76.4423414000179
537760000,-76.4318811201993
538399000,-75.829792895279
539038000,-76.6577490895505
539677000,-76.5563022197294
540316000,-76.0311011495207
540955000,-75.9038731736882
541594000,-76.5095516446715
542233000,-76.6131972972596
542872000,-76.5161035177784
543511000,-76.5008797971198
544150000,-75.7525018863339
544789000,-77.3153481537282
545428000,-76.7122875639838
546067000,-75.6444038760554
546706000,-76.2508650495323
547345000,-76.1187636753124
547984000,-75.7270251149543
548623000,-75.4354249684121
549262000,-76.2801281219948
549901000,-76.0635768611026
550540000,-76.3096344026905
551179000,-76.4526890237659
551818000,-75.1860425211781
552457000,-76.8244749956396
553096000,-75.6136371286146
553735000,-76.1835298622279
554374000,-75.5748471539916
555013000,-76.9306210587976
555652000,-76.2857108504448
556291000,-77.4751303671957
556930000,-76.0877907332697
557569000,-76.4373661650155
558208000,-76.1240659193623
558847000,-76.6107871250329
559486000,-75.7578665728335
560125000,-76.5159894561204
560764000,-75.6407450082361
561403000,-76.680773279421
562042000,-75.7019101750184
562681000,-75.0122319554757
563320000,-75.7659588515482
563959000,-75.7449649139196
564598000,-75.5873583918545
565237000,-75.9841520972986
565876000,-75.2067407484543
566515000,-75.3883476224504
567154000,-75.0363229402942
567793000,-75.4644430602185
568432000,-75.4274198302068
569071000,-75.1115831572845
569710000,-75.5897748183896
570349000,-76.0272791675576
570988000,-76.5405930196487
571627000,-75.548436292517
572266000,-75.362450876338
572905000,-76.1653708624348
573544000,-75.4865444638593
574183000,-75.7827739893998
574822000,-73.8345736989204
575461000,-74.8549171941434
576100000,-75.7273979393518
576739000,-75.2947437464334
577378000,-75.4138908784723
578017000,-75.1833527309676
578656000,-75.1941566683045
579295000,-75.0607872341404
579934000,-75.7246803199269
580573000,-74.6823223134624
581212000,-74.9338622808509
581851000,-75.3281457563036
582490000,-75.0825583353528
583129000,-75.0605323499066
583768000,-74.3495646196791
584407000,-75.3524652310247
585046000,-75.2211336309557
585685000,-75.410256276009
586324000,-75.32333723751
586963000,-76.3217466172024
587602000,-74.9210474519087
588241000,-75.3261245979495
588880000,-74.7355191982712
589519000,-74.7664438032206
590158000,-75.3874628983126
590797000,-75.470618245595
591436000,-74.8901218115054
592075000,-75.5140471407519
592714000,-75.2261339509923
593353000,-74.9306340686394
593992000,-75.0696228591576
594631000,-74.2958821748561
595270000,-74.6286408999266
595909000,-75.6864148286781
596548000,-76.1076894588737
597187000,-75.0798104479097
597826000,-74.7859630288684
598465000,-74.9843392107492
599104000,-75.4541234014841
599743000,-75.1853329586485
600382000,-75.8903711408516
601021000,-74.9546819815765
601660000,-74.9118650214912
602299000,-74.1927867806741
602938000,-74.7278759989887
603577000,-73.7721878280018
604216000,-75.8251141061932
604855000,-74.9291844939961
605494000,-75.0177261687327
606133000,-74.8992453704595
606772000,-74.1328470364384
607411000,-74.131025921878
608050000,-75.1935838072892
608689000,-75.2975129519807
609328000,-74.5836807524702
609967000,-74.6263720976691
610606000,-75.372012133209
611245000,-74.2126434348331
611884000,-75.6969813795457
612523000,-74.3411447493262
613162000,-74.2797436003883
613801000,-75.0450066506836
614440000,-74.7689683505011
615079000,-74.1501430683267
615718000,-74.0475075824978
616357000,-73.9743004017852
616996000,-75.1385657665897
617635000,-74.2480116172101
618274000,-74.5442454954616
618913000,-75.0243289232358
619552000,-74.8678476064196
620191000,-74.9754471488544
620830000,-74.9351182261053
621469000,-74.8395457856788
622108000,-75.0603079243623
622747000,-74.9346821109742
623386000,-73.917955203588
624025000,-74.471792754298
624664000,-74.8116853883903
625303000,-74.9030924156103
625942000,-75.1507815653604
626581000,-74.3317264141757
627220000,-74.9011881453733
627859000,-75.5625640022209
628498000,-75.4058120877946
629137000,-74.2362587323638
629776000,-74.4493088660836
630415000,-74.8948840663292
631054000,-75.2802984273718
631693000,-74.9262761036903
632332000,-74.5332219716916
632971000,-74.9006618411857
633610000,-76.2022235296603
634249000,-75.3166573190927
634888000,-74.2305550688029
635527000,-75.0177846145004
636166000,-74.7207354589334
636805000,-74.8024651036233
637444000,-74.5454453900053
638083000,-73.5547914424813
638722000,-72.6443940688142
639361000,-70.5240357399166
640000000,-70.1341107081527
